measurement_id,paper_citation,original_source_citation,source_location,site_description,latitude,longitude,parameter_name,cas_number,category,matrix,sample_type,time_period,time_granularity,raw_value,mean_value,std_dev,min_value,max_value,n_observations,aggregation_level,limit_qualifier,detection_limit,unit,notes
235,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Electrical conductivity' section","Agra, a monitoring station on the Yamuna River",,,Electrical Conductivity,,,water,Grab sample,,seasonal,,,,,,,WHO maximum permissible limit,>,1500.0,μS/cm,"source_quote: Moreover, only Agra slightly exceeded the maximum permissible limits of 1500 μS/cm, as prescribed by WHO (2011)."
242,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section","Paonta, an upstream monitoring station on the Yamuna River",,,Ammonium,,Nutrient,water,Grab sample,,seasonal,,,,0.07,0.08,,,,,mg/L,source_quote: The NH4+ concentration varied from 0.07–0.08 mg/L at Paonta to 5.78–6.64 mg/L at Delhi.
243,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section","Delhi, a monitoring station on the Yamuna River",,,Ammonium,,Nutrient,water,Grab sample,,seasonal,,,,5.78,6.64,,,,,mg/L,source_quote: The NH4+ concentration varied from 0.07–0.08 mg/L at Paonta to 5.78–6.64 mg/L at Delhi.
244,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section",,,,Ammonium,,Nutrient,,,,seasonal,,,,,,,IS: 2296 class D limit,>,1.2,mg/L,source_quote: The NH4+ levels at Delhi and Agra exceeded those of IS: 2296 (class D ≤1.2 mg/L) and IS: 2296 (0.5 mg/L)...
245,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section",,,,Ammonium,,Nutrient,,,,seasonal,,,,,,,IS: 2296 limit,>,0.5,mg/L,source_quote: The NH4+ levels at Delhi and Agra exceeded those of IS: 2296 (class D ≤1.2 mg/L) and IS: 2296 (0.5 mg/L)...
246,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section",,,,Nitrate,,Nutrient,,,monsoon (July to October),seasonal,,,,0.3,17.38,,entire Yamuna River stretch,,,mg/L,source_quote: The NO3 concentrations ranged as 0.30-17.38 mg/L in monsoon and 0.96-17.89 mg/L in non-monsoon.
247,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section",,,,Nitrate,,Nutrient,,,non-monsoon (November to June),seasonal,,,,0.96,17.89,,entire Yamuna River stretch,,,mg/L,source_quote: The NO3 concentrations ranged as 0.30-17.38 mg/L in monsoon and 0.96-17.89 mg/L in non-monsoon.
248,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section","Pratappur, a downstream monitoring station on the Yamuna River",,,Nitrate,,Nutrient,water,Grab sample,monsoon (July to October),seasonal,0.3,,,,,,,,,mg/L,"source_quote: The least and maximum NO3 concentrations were recorded at Pratappur and Mohana, respectively."
249,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Nutrient (nitrogen and phosphorus)' section","Mohana, a monitoring station on the Yamuna River",,,Nitrate,,Nutrient,water,Grab sample,non-monsoon (November to June),seasonal,17.89,,,,,,,,,mg/L,"source_quote: The least and maximum NO3 concentrations were recorded at Pratappur and Mohana, respectively."
250,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Sulfate' section",,,,Sulfate,,,,,monsoon (July to October),seasonal,,34.0,,17.0,51.0,,entire Yamuna River stretch,,,mg/L,"source_quote: The SO42 concentration along the Yamuna River varied from 17 to 51 mg/L with a mean concentration of 34 mg/L in monsoon, as well as 18-111 mg/L with a mean of 55 mg/L in non-monsoon."
251,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Sulfate' section",,,,Sulfate,,,,,non-monsoon (November to June),seasonal,,55.0,,18.0,111.0,,entire Yamuna River stretch,,,mg/L,"source_quote: The SO42 concentration along the Yamuna River varied from 17 to 51 mg/L with a mean concentration of 34 mg/L in monsoon, as well as 18-111 mg/L with a mean of 55 mg/L in non-monsoon."
252,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Sulfate' section","Kalanaur, a monitoring station on the Yamuna River",,,Sulfate,,,water,Grab sample,monsoon (July to October),seasonal,17.0,,,,,,,,,mg/L,source_quote: The lowest SO42- concentration was observed at Kalanaur and the highest at Agra during both seasons.
253,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Sulfate' section","Agra, a monitoring station on the Yamuna River",,,Sulfate,,,water,Grab sample,non-monsoon (November to June),seasonal,111.0,,,,,,,,,mg/L,source_quote: The lowest SO42- concentration was observed at Kalanaur and the highest at Agra during both seasons.
254,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Sulfate' section",,,,Sulfate,,,,,,seasonal,,,,,,,IS 1991 maximum desirable limit,<,200.0,mg/L,"source_quote: These observations revealed that the concentrations of SO42 at the sampling sites were below the maximum desirable limit of 200 mg/L, as per the Indian Standards (IS 1991)."
255,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Sulfate' section",,,,Sulfate,,,,,,seasonal,,,,,,,IS: 2296 class A limit,<,400.0,mg/L,"source_quote: In addition, the SO42 levels complied with class A of IS: 2296 (≤400 mg/L; Table 1)."
236,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Total alkalinity and total hardness' section",,,,Total Alkalinity,,,,,,seasonal,200.0,,,,,,IS 1991 desirable level,,,mg/L (as CaCO3),"source_quote: According to the Indian Standards (IS 1991), the desirable and permissible levels of alkalinity in water bodies are 200 and 600 mg/L, respectively."
237,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Total alkalinity and total hardness' section",,,,Total Alkalinity,,,,,,seasonal,600.0,,,,,,IS 1991 permissible level,,,mg/L (as CaCO3),"source_quote: According to the Indian Standards (IS 1991), the desirable and permissible levels of alkalinity in water bodies are 200 and 600 mg/L, respectively."
238,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Total alkalinity and total hardness' section",,,,Total Hardness,,,,,monsoon (July to October),seasonal,,140.0,30.0,90.0,181.0,,entire Yamuna River stretch,,,mg/L (as CaCO3),"source_quote: During monsoon, the average TH of the Yamuna River was 140±30 mg/L, which ranged between 90 and 181 mg/L."
239,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Total alkalinity and total hardness' section",,,,Total Hardness,,,,,non-monsoon (November to June),seasonal,,,,130.0,304.0,,entire Yamuna River stretch,,,mg/L (as CaCO3),"source_quote: During non-monsoon, the minimum and maximum TH values recorded 130 and 304 mg/L, respectively."
240,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Total alkalinity and total hardness' section","Agra, a monitoring station on the Yamuna River",,,Total Hardness,,,water,Grab sample,non-monsoon (November to June),seasonal,,,,,,,class A allowable level,>,300.0,mg/L (as CaCO3),source_quote: The TH value at Agra during non-monsoon exceeded the allowable level of 300 mg/L for class A (IS 1982).
241,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 7, 'Total alkalinity and total hardness' section",,,,Total Hardness,,,,,,seasonal,,,,,,,permissible limit for drinking,<,300.0,mg/L (as CaCO3),"source_quote: However, most sites contained the permissible limit of TH (≤300 mg/L) that could be applied for drinking purposes."
266,"Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Jaiswal, M., Hussain, J., Gupta, S.K. et al. Comprehensive evaluation of water quality status for entire stretch of Yamuna River, India. Environ Monit Assess 191, 208 (2019). https://doi.org/10.1007/s10661-019-7312-8","Page 8, 'Boron' section",,,,Boron,,Metalloid,,,monsoon (July to October),seasonal,,0.11,,0.02,0.22,,entire Yamuna River stretch,,,mg/L,"source_quote: Along the Yamuna River, B ranged as 0.02–0.22 mg/L with an average value of 0.11 mg/L in monsoon and 0.02-0.40 mg/L with an average of 0.22 mg/L in non-monsoon."
