error,raw_response,cleaned_response
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""January, 2000-2005"",
      ""raw_value"": 7.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""February, 2000-2005"",
      ""raw_value"": 7.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""March, 2000-2005"",
      ""raw_value"": 6.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""April, 2000-2005"",
      ""raw_value"": 6.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""May, 2000-2005"",
      ""raw_value"": 6.6,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""June, 2000-2005"",
      ""raw_value"": 7.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""July, 2000-2005"",
      ""raw_value"": 7.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""August, 2000-2005"",
      ""raw_value"": 8.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""September, 2000-2005"",
      ""raw_value"": 8.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""October, 2000-2005"",
      ""raw_value"": 8.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""November, 2000-2005"",
      ""raw_value"": 8.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""December, 2000-2005"",
      ""raw_value"": 6.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""January, 2000-2005"",
      ""raw_value"": 5.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""February, 2000-2005"",
      ""raw_value"": 5.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""March, 2000-2005"",
      ""raw_value"": 5.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""April, 2000-2005"",
      ""raw_value"": 4.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""May, 2000-2005"",
      ""raw_value"": 4.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""June, 2000-2005"",
      ""raw_value"": 4.8,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""July, 2000-2005"",
      ""raw_value"": 5.2,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P1"",
      ""time_period"": ""August, 2000-2005"",
      ""raw_value"": 5.5,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 3"",
      ""source_quote"": ""Fig. 3 Spatial variation of DO of Yamuna River at different location of Delhi Stretch during the sampling period""
